UNITID,TUITIONFEE_IN,TUITIONFEE_OUT,AVGFACSAL,INEXPFTE,ENDOWBEGIN,ENDOWEND
237358,27492,27492,5444,7995,28287654,32704936
237367,6306,13306,6479,6375,NA,NA
237385,6696,15120,6399,6565,13430149,14922255
237437,7800,7800,4069,1686,NA,NA
237473,NA,NA,NA,27048,NA,NA
237491,NA,NA,NA,6206,NA,NA
237525,6526,15026,7117,8402,102389729,107724735
237543,NA,NA,NA,6024,NA,NA
237552,23730,23730,NA,6160,NA,NA
237561,NA,NA,NA,26244,NA,NA
237570,NA,NA,NA,3166,NA,NA
237598,8215,8215,2100,2108,NA,NA
237604,NA,NA,1502,6846,NA,NA
237613,NA,NA,NA,7787,NA,NA
237640,19260,19260,5029,5986,1416595,1569659
237686,2928,10416,5596,5549,7550711,9366259
237701,3480,9456,5676,5270,9328019,11520082
237729,NA,NA,NA,3801,NA,NA
237783,17700,17700,3909,3031,NA,NA
237792,6570,16628,6668,6032,23268017,24137252
237817,3048,4564,4865,4999,NA,NA
237844,NA,NA,NA,4141,NA,NA
237880,NA,NA,NA,22859,721044,816635
237899,6228,14558,6245,7417,4141576,4398533
237905,NA,NA,NA,7005,NA,NA
237932,6415,13540,6527,5416,10561251,15872924
237950,6048,15192,6634,6765,9328019,11520082
237969,27858,27858,5593,6326,37889807,44908387
237978,9700,9700,NA,9609,NA,NA
237987,12625,12625,3538,2089,NA,NA
237996,13090,13090,4494,2442,NA,NA
238005,NA,NA,NA,3809,NA,NA
238014,3154,9250,4965,2949,NA,NA
238032,6960,20242,9459,11703,466400973,576004149
238078,28030,28030,5917,6981,18757016,16106296
238096,NA,NA,NA,6256,NA,NA
238166,NA,NA,NA,8675,NA,NA
238175,NA,NA,NA,7009,NA,NA
238193,24434,24434,5749,7920,22260140,25317427
238263,4133,6022,10320,15176,NA,NA
238324,20500,20500,7059,7700,9080660,9695985
238333,42500,42500,6944,15371,117227267,130761615
238397,3965,5853,7758,12411,NA,NA
238430,26570,26570,5660,4521,8978545,9747225
238458,28550,28550,6708,6015,46263856,52173386
238476,36570,36570,7889,9053,64440221,80813222
238573,NA,NA,6577,8880,NA,NA
238616,26160,26160,7976,7646,51042770,57642649
238661,25590,25590,5719,7616,36803841,41409665
238722,4289,6177,8587,13567,NA,NA
238759,4009,5898,9033,13912,326000,562335
238786,NA,NA,NA,3207,NA,NA
238810,NA,NA,NA,3472,NA,NA
238892,18048,18048,5537,2503,NA,NA
238980,24090,24090,6705,5134,12596986,14623503
239008,3984,5872,8243,15635,845283,855283
239017,42657,42657,7597,15289,212431926,249472855
239071,13510,13510,4365,4188,221566,242062
239080,25930,25930,6505,6341,7333066,7397757
239105,35930,35930,9932,10161,457800000,531700000
239169,NA,NA,NA,55613,597865000,748637000
239220,4116,6005,8210,10244,1802783,1875353
239248,4282,6171,5838,14759,NA,NA
239309,32050,32050,6041,8689,2790341,2927991
239318,35520,35520,8602,11075,49520747,59540559
239372,4151,6039,7433,9362,NA,NA
239390,25852,25852,5894,7872,11451199,14734692
239424,NA,NA,5095,15374,7638944,8057835
239442,4466,6698,6258,14253,NA,NA
239460,4148,6036,7674,9615,NA,NA
239488,4198,6036,8804,12628,NA,NA
239503,13380,13380,4063,6408,129344,386731
239512,31480,31480,6105,9723,18706752,20715996
239628,33482,33482,6636,9719,71227447,82493657
239637,NA,NA,6606,24333,8666992,9934533
239716,33023,33023,6871,8114,85111254,95986530
239743,24350,24350,4374,7713,6451857,7226971
239877,NA,NA,NA,3246,NA,NA
239910,4076,5996,6243,13213,NA,NA
239929,15627,15627,4690,1964,NA,NA
240055,5144,12128,5579,4510,15630212,17477049
240107,23790,23790,6224,5846,34469069,41946629
240116,3963,5259,7664,10430,NA,NA
240125,4200,5964,9325,13553,NA,NA
240170,4044,5932,7088,14762,NA,NA
240189,7600,15173,7211,6055,17282001,20782353
240198,4448,6463,7496,13486,NA,NA
240213,NA,NA,4111,6105,NA,NA
240240,NA,NA,NA,2125,NA,NA
240268,8743,16316,7218,7221,44298902,53268285
240277,7758,15331,6576,6040,28699357,31807948
240329,8795,16368,6783,6871,19271340,22691502
240338,25960,25960,5976,8970,18994151,26480719
240365,7437,15010,7000,7368,16298926,20814265
240374,7326,14899,6305,6246,4950271,5550342
240392,12790,12790,5874,5477,NA,NA
240417,9025,16771,6723,7528,41882396,47372817
240426,7994,15567,6343,7920,12207013,14404683
240444,10410,26660,11143,14267,2295273339,3133196699
240453,9391,19120,8138,8619,94484369,102385384
240462,7491,15064,6402,6008,18267927,23442846
240471,7751,15324,7196,6743,18311515,20677698
240480,7668,15241,6497,6811,19309035,21837314
240505,2592,6576,7047,9727,28517038,31496295
240514,2712,6696,6326,7858,15731449,17867790
240596,2568,6552,5927,7029,3131238,3909829
240620,2832,6816,6164,8312,11673004,13212127
240657,2749,6733,6792,6948,13581357,14191854
240666,2892,6876,6012,6574,14757265,15153740
240693,2400,6384,6451,7606,10763406,12354379
240709,NA,NA,NA,8148,NA,NA
240718,NA,NA,6441,3104,NA,NA
240727,4646,14876,9124,14616,404074912,419889000
240736,3550,3600,3312,4488,3081413,3087603
240745,3414,4614,5939,6628,8794971,9488438
240754,5098,11506,7362,6564,19287832,21121122
240790,2820,5100,4245,10606,6921725,7255575
240879,NA,NA,NA,526,NA,NA
240985,NA,NA,NA,3185,NA,NA
241100,5521,5521,2928,2888,NA,NA
241128,5521,5521,2796,2851,NA,NA
241146,6422,6422,NA,1785,NA,NA
241182,NA,NA,NA,1582,NA,NA
241191,6625,6625,2676,2975,134104,134104
241216,7395,7395,4013,2579,NA,NA
241225,6568,6568,2618,3251,178742,207493
241304,6390,6390,1591,1798,NA,NA
241331,7006,7006,3869,5542,1210222,1142629
241377,4970,4970,2332,4236,317938,204016
241386,4970,4970,2200,689,20767,13326
241395,4898,4898,3606,8545,2137516,2586117
241410,5000,5000,3992,3247,11875090,14367318
241517,6416,6416,1825,1636,NA,NA
241614,3784,3784,1449,2352,NA,NA
241720,2370,2370,3185,2224,NA,NA
241739,5580,5580,4046,3567,10791003,20165664
241766,3370,3370,3046,13615,1010584,1022886
241793,NA,NA,NA,2233,NA,NA
241836,6060,6060,2050,1840,NA,NA
241906,NA,NA,NA,2134,NA,NA
241951,3248,5408,4032,4211,1885762,2407064
242042,1125,1125,2556,1746,NA,NA
242112,6585,6585,1975,2625,NA,NA
242121,5130,5130,1384,1240,419932,799498
242130,6634,6634,2158,2254,NA,NA
242149,6634,6634,2849,2124,NA,NA
242316,NA,NA,NA,566,NA,NA
242413,NA,NA,NA,1486,NA,NA
242422,NA,NA,1779,1655,NA,NA
242556,1105,1105,2774,3348,NA,NA
242565,1125,1125,2678,2469,NA,NA
242583,1105,1105,2177,3874,NA,NA
242617,4852,4852,4771,3253,NA,NA
242626,5474,5474,4395,2352,NA,NA
242635,4852,4852,4545,2595,NA,NA
242644,5014,5014,4137,3010,NA,NA
242653,7011,7011,5037,3612,NA,NA
242662,4866,4866,4367,2512,NA,NA
242680,4850,4850,4333,2564,NA,NA
242699,5534,5534,4218,2430,NA,NA
242705,4852,4852,4456,2839,NA,NA
242723,NA,NA,7237,7304,NA,NA
242750,NA,NA,NA,929,NA,NA
242820,NA,NA,NA,1338,NA,NA
242884,NA,NA,NA,751,NA,NA
242945,NA,NA,NA,818,NA,NA
242954,NA,NA,NA,936,NA,NA
242972,6495,11175,2639,1216,NA,NA
242981,6495,6495,2543,1906,NA,NA
243072,NA,NA,1901,1180,NA,NA
243081,NA,NA,5467,11192,23705,23464
243106,2019,4041,5587,5603,NA,NA
243115,2019,4041,6089,6874,NA,NA
243133,2212,4323,6187,5458,NA,NA
243142,3026,6058,6003,6124,NA,NA
243151,2212,4233,7102,6168,NA,NA
243179,2019,4041,5305,9898,NA,NA
243188,2019,4041,5416,6724,NA,NA
243197,2019,4041,6543,9020,NA,NA
243203,NA,NA,7406,40582,NA,NA
243212,2019,4041,4963,5103,NA,NA
243221,2019,4040,6722,12073,NA,NA
243346,5580,5580,3941,3089,24709782,20388528
243407,NA,NA,NA,4196,NA,NA
243443,5680,5680,3795,3637,20292626,24505515
243498,NA,NA,4391,3138,NA,NA
243568,10290,10290,2559,8190,2501984,2768324
243577,7800,7800,3841,3602,12736763,13675574
243586,4898,4898,3639,7561,2731270,3304483
243601,5580,5580,4242,3204,20509108,20863164
243638,5080,5080,2990,3808,3921757,4375829
243647,3250,3610,1668,8759,3139341,3636000
243665,4794,13174,6344,9696,33941129,35937759
243744,45195,45195,20650,93146,18688868000,21466006000
243780,10002,28804,11141,16568,2189202378,2445541926
243799,NA,NA,NA,7286,NA,NA
243823,14650,14650,6142,13285,27931384,29737138
243832,5940,10878,2200,2462,NA,NA
243841,6634,6634,2744,2525,NA,NA
244011,18048,18048,5531,2664,NA,NA
244154,18048,18048,NA,2260,NA,NA
244190,13410,13410,12837,13128,11310632,12629697
244233,12782,12782,4087,5766,NA,NA
244279,NA,NA,3083,1340,NA,NA
244437,3150,9075,4644,3924,1163978,1396347
244446,2834,4970,4699,4195,NA,NA
244491,NA,NA,NA,5605,NA,NA
244561,NA,NA,NA,5053,NA,NA
244613,NA,NA,NA,5420,NA,NA
245069,NA,NA,NA,1270,NA,NA
245281,NA,NA,NA,2328,NA,NA
245290,NA,NA,NA,2874,NA,NA
245342,12644,12644,4092,1548,NA,NA
245421,10325,10325,2690,3554,NA,NA
245430,10325,10325,2697,3218,NA,NA
245625,4260,5160,6053,4863,218550,231884
245652,47826,47826,9330,16043,28498219,48651797
245731,NA,NA,2556,3291,NA,NA
245777,7800,7800,3368,6526,NA,NA
245838,NA,NA,6787,8037,1899000,2104186
245847,NA,NA,6266,8810,825652,914863
245865,NA,NA,6720,7143,1486174,1646754
245883,21315,21315,5691,7781,1403609,1555267
245892,NA,NA,5031,12417,743087,823377
245953,16230,16230,4369,2176,2597630,2552352
245962,NA,NA,4081,10658,NA,NA
245980,NA,NA,NA,168,NA,NA
245999,NA,NA,NA,11561,NA,NA
246008,20879,20879,6500,4381,NA,NA
246017,NA,NA,NA,34563,NA,NA
246035,NA,NA,5083,16715,NA,NA
246071,NA,NA,NA,4652,NA,NA
246202,NA,NA,3875,2746,NA,NA
246266,NA,NA,3349,1822,NA,NA
246345,NA,NA,4719,5031,NA,NA
246354,2088,10740,6468,5172,NA,NA
246406,NA,NA,NA,4855,NA,NA
246415,NA,NA,NA,1640,NA,NA
246460,NA,NA,NA,4923,NA,NA
246594,NA,NA,NA,5004,NA,NA
246789,24500,24500,5532,12452,1500000,1000000
246813,2684,4820,5111,5166,NA,NA
246895,NA,NA,NA,4112,NA,NA
246974,NA,NA,4657,4316,NA,NA
247010,NA,NA,NA,5746,NA,NA
247047,NA,NA,NA,1838,NA,NA
247065,12906,12906,4000,17344,NA,NA
247153,15120,15120,NA,6658,NA,NA
247162,NA,NA,3792,4401,211906,12875
247409,NA,NA,NA,1622,NA,NA
247603,5010,8820,5332,4849,1209147,1377032
247649,50080,50080,6073,13565,16216727,19157883
247700,13071,13071,4774,2308,NA,NA
247773,6200,6200,3117,4741,NA,NA
247825,NA,NA,5819,14639,3933333,4413139
247834,1174,4144,6685,3872,5144949,9475585
247940,3624,12456,4884,4986,NA,NA
248165,NA,NA,NA,4276,NA,NA
248192,NA,NA,NA,2370,NA,NA
248305,NA,NA,NA,7898,NA,NA
248314,NA,NA,NA,2198,NA,NA
248527,NA,NA,NA,3602,NA,NA
248606,NA,NA,NA,8565,NA,NA
248624,NA,NA,NA,38032,NA,NA
248633,NA,NA,NA,9775,NA,NA
248660,NA,NA,NA,3506,NA,NA
248703,NA,NA,NA,2131,NA,NA
248846,29930,29930,4326,12844,NA,NA
248882,13071,13071,6125,1847,NA,NA
248925,NA,NA,NA,6898,NA,NA
248934,14245,14245,5003,7515,NA,NA
249140,NA,NA,NA,1951,NA,NA
249238,NA,NA,NA,4632,NA,NA
249566,NA,NA,NA,4437,NA,NA
249609,15214,15214,3774,3092,NA,NA
250027,9644,9644,2725,4419,NA,NA
250072,NA,NA,NA,1833,NA,NA
250285,17997,17997,NA,2609,NA,NA
250498,NA,NA,NA,4402,NA,NA
250601,NA,NA,5836,5115,NA,NA
250744,19968,19968,NA,5914,NA,NA
250902,NA,NA,NA,4539,NA,NA
250993,NA,NA,NA,2900,NA,NA
251075,NA,NA,NA,2186,NA,NA
251251,18048,18048,5063,5139,NA,NA
251260,3696,6860,5635,3680,NA,NA
251312,16360,16360,6680,6270,NA,NA
260293,14220,14220,5212,3977,NA,NA
260336,NA,NA,NA,5947,NA,NA
260354,NA,NA,3329,4126,NA,NA
260363,NA,NA,NA,5024,NA,NA
260372,4590,4590,4912,10512,3052412,3207872
260664,NA,NA,NA,9419,NA,NA
260691,NA,NA,5606,3378,NA,NA
260789,14820,14820,6134,5739,NA,NA
260813,20736,20736,6598,7941,NA,NA
260901,13956,13956,5390,1136,NA,NA
260910,15352,15352,4359,2176,NA,NA
260929,NA,NA,NA,3506,NA,NA
260947,11000,11000,533,1082,NA,NA
260956,NA,NA,5917,2196,NA,NA
260965,NA,NA,NA,11175,NA,NA
260974,18048,18048,5967,2941,NA,NA
260992,17010,17010,NA,3694,NA,NA
261375,NA,NA,NA,6883,NA,NA
261384,NA,NA,NA,7053,NA,NA
261393,NA,NA,NA,6173,NA,NA
261436,NA,NA,NA,3585,NA,NA
261472,18048,18048,4620,2423,NA,NA
261676,NA,NA,NA,2171,NA,NA
261685,NA,NA,NA,2128,NA,NA
261719,NA,NA,NA,1474,NA,NA
261773,NA,NA,NA,4774,NA,NA
261861,13170,13170,3668,4735,NA,NA
261931,14245,14245,4422,13336,NA,NA
262022,NA,NA,9259,10088,NA,NA
262031,2400,5280,6860,6240,74551,77505
262086,12200,12200,8112,4422,NA,NA
262129,6916,29944,8001,12918,38167178,42718176
262165,7220,7220,4459,5016,84524,84524
262235,NA,NA,NA,5770,NA,NA
262299,NA,NA,NA,6579,NA,NA
262332,11352,11352,4623,2071,NA,NA
262341,NA,NA,NA,2511,NA,NA
262369,NA,NA,NA,3461,NA,NA
262402,NA,NA,NA,7186,NA,NA
262466,NA,NA,NA,15345,NA,NA
262509,NA,NA,3379,2278,NA,NA
262660,NA,NA,NA,9450,NA,NA
362700,NA,NA,NA,2578,NA,NA
362782,NA,NA,NA,4559,NA,NA
363013,NA,NA,NA,2418,NA,NA
363077,NA,NA,NA,7341,NA,NA
363147,NA,NA,NA,4984,NA,NA
363165,NA,NA,NA,22543,NA,NA
363387,13620,13620,5723,2979,NA,NA
363439,17000,17000,3614,5596,NA,NA
363590,13500,13500,11224,4060,NA,NA
363633,886,2230,4257,7318,816178,835865
363679,NA,NA,NA,3222,NA,NA
363712,8400,8400,5675,7364,NA,NA
363721,NA,NA,11255,13413,3021894,3557931
363882,NA,NA,NA,4731,NA,NA
363907,4970,4970,2345,737,43436,27872
363916,4970,4970,2211,1011,22669,14547
363934,21150,21150,4847,5015,NA,NA
364016,2046,7830,9977,5299,NA,NA
364025,2046,7830,9559,4010,NA,NA
364122,NA,NA,NA,12571,NA,NA
364168,16700,16700,4844,6562,NA,NA
364326,NA,NA,NA,6675,NA,NA
364335,NA,NA,NA,2816,NA,NA
364548,NA,NA,NA,9334,NA,NA
364575,NA,NA,NA,45489,NA,NA
364584,NA,NA,NA,2029,NA,NA
364627,NA,NA,NA,14932,NA,NA
364636,NA,NA,NA,10824,NA,NA
364751,NA,NA,NA,929,NA,NA
364760,NA,NA,NA,2764,NA,NA
364812,NA,NA,NA,7459,NA,NA
364946,NA,NA,NA,18983,NA,NA
364955,NA,NA,3552,2341,NA,NA
364964,NA,NA,NA,2852,NA,NA
364973,13390,13390,4715,3731,NA,NA
365055,19756,19756,5401,7191,NA,NA
365073,NA,NA,NA,2577,NA,NA
365091,NA,NA,NA,3335,NA,NA
365125,NA,NA,NA,2890,NA,NA
365198,NA,NA,NA,6678,NA,NA
365204,15425,15425,3834,2587,NA,NA
365213,NA,NA,NA,13614,NA,NA
365240,NA,NA,NA,8592,NA,NA
365374,NA,NA,NA,11318,NA,NA
365383,NA,NA,NA,8298,NA,NA
365426,NA,NA,NA,7782,128000000,177300000
365480,NA,NA,NA,9854,NA,NA
365505,NA,NA,NA,18879,NA,NA
365569,NA,NA,NA,3320,NA,NA
365693,NA,NA,NA,10404,NA,NA
365763,NA,NA,NA,9560,NA,NA
365824,NA,NA,NA,1543,NA,NA
365833,NA,NA,NA,1522,NA,NA
366003,6200,6200,2992,1537,NA,NA
366155,NA,NA,NA,2934,NA,NA
366191,NA,NA,NA,2969,NA,NA
366252,15450,21930,9145,11894,8833548,12029110
366261,10904,10904,6513,4452,NA,NA
366270,NA,NA,3590,2467,NA,NA
366289,NA,NA,3624,2057,NA,NA
366340,2505,2505,5008,4400,3519983,3826686
366368,NA,NA,5498,13358,341532,393001
366395,5100,9490,9288,6517,1544463,1544463
366401,1138,6970,8541,5009,NA,NA
366438,NA,NA,NA,3959,NA,NA
366465,2812,4948,4280,4068,NA,NA
366535,15995,15995,3576,4483,NA,NA
366544,15000,15000,6227,5273,NA,NA
366553,13860,13860,4319,4940,NA,NA
366571,NA,NA,NA,6109,NA,NA
366580,18048,18048,5707,2283,NA,NA
366605,NA,NA,NA,5756,NA,NA
366623,NA,NA,NA,9669,NA,NA
366632,NA,NA,NA,6404,NA,NA
366650,18048,18048,5083,2633,NA,NA
366678,18048,18048,5669,2461,NA,NA
366696,18048,18048,5172,2094,NA,NA
366711,7169,18329,8362,8347,18430314,21766956
366748,14071,14071,6400,4487,NA,NA
366793,NA,NA,7448,14379,4706853,4144858
366960,NA,NA,5226,3626,NA,NA
367024,15352,15352,5272,1904,NA,NA
367051,NA,NA,NA,1850,NA,NA
367088,NA,NA,NA,3326,NA,NA
367097,14048,14048,3292,3033,NA,NA
367103,8450,8450,2839,2281,NA,NA
367112,9828,9828,3586,2491,NA,NA
367130,NA,NA,NA,9301,NA,NA
367158,NA,NA,NA,2444,NA,NA
367194,25210,25210,4397,8490,NA,NA
367334,NA,NA,NA,3870,NA,NA
367361,NA,NA,3232,20186,NA,NA
367398,NA,NA,NA,2404,NA,NA
367431,NA,NA,NA,1885,NA,NA
367459,2998,5998,6276,4616,1698660,1994366
367662,NA,NA,NA,5172,NA,NA
367839,6546,6546,5000,4703,NA,NA
367875,NA,NA,NA,18446,NA,NA
367884,13220,13220,1809,7170,4482577,2754844
367909,14940,14940,7442,5235,NA,NA
367936,13663,13663,6079,5269,NA,NA
367954,NA,NA,7881,8656,NA,NA
367972,NA,NA,NA,6381,NA,NA
367981,NA,NA,NA,2789,NA,NA
368036,NA,NA,NA,20148,NA,NA
368230,NA,NA,NA,6315,NA,NA
368364,NA,NA,NA,14348,NA,NA
368407,NA,NA,NA,16936,NA,NA
368443,17000,17000,3780,4043,NA,NA
368452,17800,17800,5000,4023,NA,NA
368540,NA,NA,NA,7294,NA,NA
368601,18048,18048,5181,2638,NA,NA
368629,NA,NA,5228,3180,NA,NA
368647,NA,NA,NA,5749,NA,NA
368771,NA,NA,NA,668,NA,NA
368780,NA,NA,4655,1542,NA,NA
368805,13500,13500,10067,5693,NA,NA
368832,NA,NA,NA,993,NA,NA
368911,2774,4910,4451,6982,NA,NA
369002,NA,NA,12250,6443,NA,NA
369084,19344,19344,5574,4255,NA,NA
369109,NA,NA,NA,2505,NA,NA
369400,NA,NA,NA,3050,NA,NA
369419,3019,11829,NA,7037,NA,NA
369446,NA,NA,NA,5971,NA,NA
369455,NA,NA,4167,9041,NA,NA
369516,15321,15321,NA,2772,NA,NA
369659,NA,NA,4654,6340,NA,NA
369668,NA,NA,NA,6188,NA,NA
369686,NA,NA,NA,4018,NA,NA
369695,NA,NA,NA,1432,NA,NA
369783,NA,NA,NA,1776,NA,NA
369792,NA,NA,NA,8972,NA,NA
369862,11964,11964,4519,1839,NA,NA
369905,15977,15977,4352,3492,NA,NA
369950,NA,NA,NA,6159,NA,NA
371034,NA,NA,NA,2922,NA,NA
371052,12871,12871,3709,2481,NA,NA
371140,NA,NA,NA,2847,NA,NA
371265,NA,NA,NA,4019,NA,NA
371690,NA,NA,NA,5299,NA,NA
371760,13620,13620,5656,3274,NA,NA
371779,13620,13620,6043,3447,NA,NA
371830,NA,NA,NA,571,NA,NA
371928,NA,NA,NA,2654,NA,NA
371964,NA,NA,NA,2634,NA,NA
371982,14400,14400,5852,5055,NA,NA
372000,NA,NA,NA,1167,NA,NA
372028,NA,NA,NA,2326,NA,NA
372037,14400,14400,6806,3680,NA,NA
372073,NA,NA,3709,3441,NA,NA
372082,NA,NA,NA,2823,NA,NA
372240,NA,NA,NA,7451,NA,NA
372329,11700,11700,3483,5032,NA,NA
372356,NA,NA,NA,4400,NA,NA
372462,NA,NA,NA,3351,NA,NA
372578,18048,18048,5312,4911,NA,NA
372718,NA,NA,NA,2321,NA,NA
372772,NA,NA,3135,1685,NA,NA
372921,13290,13290,4583,3734,NA,NA
372958,16950,16950,3647,5328,NA,NA
373058,12745,12745,3604,4425,NA,NA
373085,12123,12123,4721,2969,NA,NA
373216,NA,NA,NA,5667,NA,NA
373456,NA,NA,NA,1609,NA,NA
373526,NA,NA,NA,7169,NA,NA
373605,NA,NA,NA,6179,NA,NA
373678,NA,NA,NA,4789,NA,NA
373696,NA,NA,NA,2940,NA,NA
373711,NA,NA,NA,7085,NA,NA
373784,NA,NA,NA,2626,NA,NA
373827,16847,16847,8659,4125,964408,1269013
373890,NA,NA,NA,5465,NA,NA
374024,NA,NA,6299,6884,NA,NA
374316,NA,NA,NA,1768,NA,NA
374343,NA,NA,NA,290,NA,NA
374440,NA,NA,NA,64474,NA,NA
374574,NA,NA,NA,8932,NA,NA
374592,NA,NA,NA,13556,NA,NA
374875,NA,NA,6492,3089,NA,NA
374927,NA,NA,NA,3137,NA,NA
374972,15296,15296,4939,2975,NA,NA
374990,NA,NA,NA,3381,NA,NA
375106,NA,NA,NA,2384,NA,NA
375230,8000,8000,3959,1427,NA,NA
375300,NA,NA,NA,2866,NA,NA
375319,NA,NA,NA,2783,NA,NA
375373,NA,NA,NA,5172,NA,NA
375407,NA,NA,NA,6004,NA,NA
375416,15595,15595,3362,6789,NA,NA
375489,12123,12123,4609,4799,NA,NA
375540,NA,NA,NA,4719,NA,NA
375568,6100,6100,NA,19807,NA,NA
375647,NA,NA,NA,5420,NA,NA
375656,NA,NA,NA,5292,NA,NA
375683,NA,NA,NA,5677,NA,NA
375692,NA,NA,NA,8116,NA,NA
375708,NA,NA,NA,8472,NA,NA
375717,NA,NA,NA,8560,NA,NA
375726,NA,NA,NA,6981,NA,NA
375735,NA,NA,NA,4834,NA,NA
375744,NA,NA,NA,8567,NA,NA
375753,NA,NA,NA,3652,NA,NA
375762,NA,NA,NA,10535,NA,NA
375841,13361,13361,4222,2855,NA,NA
375939,NA,NA,3800,4482,NA,NA
375966,NA,NA,NA,5386,NA,NA
375984,NA,NA,NA,6105,NA,NA
376224,6416,6416,1813,2212,NA,NA
376242,NA,NA,NA,1029,NA,NA
376288,NA,NA,NA,2251,NA,NA
376321,6660,6660,2149,1231,NA,NA
376330,9480,9480,NA,2780,NA,NA
376385,NA,NA,2003,1516,NA,NA
376446,NA,NA,NA,3689,NA,NA
376631,NA,NA,NA,1890,NA,NA
376668,NA,NA,NA,1477,NA,NA
376677,NA,NA,NA,2717,NA,NA
376695,4905,4905,2508,4360,60947,1054292
376950,NA,NA,NA,19263,NA,NA
376987,NA,NA,NA,5328,NA,NA
377069,18048,18048,5083,2285,NA,NA
377111,16380,16380,3669,4835,NA,NA
377193,NA,NA,NA,1619,NA,NA
377218,NA,NA,4270,3925,NA,NA
377272,NA,NA,NA,1786,NA,NA
377281,NA,NA,NA,3416,NA,NA
377315,NA,NA,NA,1105,NA,NA
377342,NA,NA,3333,1441,NA,NA
377449,15887,15887,3895,3082,NA,NA
377458,16337,16337,5366,2793,NA,NA
377485,NA,NA,NA,9968,NA,NA
377546,19100,19100,7650,5342,NA,NA
377555,11911,33030,9933,5335,48648421,58301154
377564,12262,33381,9103,5539,48648421,58301154
377652,15209,15209,4792,2500,NA,NA
377661,NA,NA,NA,2535,NA,NA
377670,NA,NA,NA,2668,NA,NA
377722,NA,NA,NA,5570,NA,NA
377759,NA,NA,NA,4650,NA,NA
378105,NA,NA,NA,2413,NA,NA
378406,18048,18048,5853,2182,NA,NA
378576,8544,8544,4667,2251,NA,NA
378886,NA,NA,NA,3782,NA,NA
378956,NA,NA,NA,3219,NA,NA
379135,NA,NA,NA,3539,NA,NA
379621,NA,NA,NA,3886,NA,NA
379746,NA,NA,NA,1924,NA,NA
379782,NA,NA,5053,3028,NA,NA
380067,NA,NA,NA,1201,NA,NA
380094,16380,16380,3385,5555,NA,NA
380359,3040,3040,4785,3437,4014587,5058834
380368,5257,5257,7283,4432,NA,NA
380377,4407,4407,3785,12730,NA,NA
380401,NA,NA,NA,5422,NA,NA
380438,14882,14882,5118,6574,NA,NA
380456,NA,NA,NA,3769,NA,NA
380465,10252,10252,1614,4030,NA,NA
380474,NA,NA,NA,1372,NA,NA
381255,NA,NA,NA,5863,NA,NA
381282,NA,NA,NA,7510,NA,NA
381325,NA,NA,NA,6759,NA,NA
381352,NA,NA,NA,3261,NA,NA
381361,NA,NA,NA,2573,NA,NA
381370,NA,NA,NA,6453,NA,NA
381404,NA,NA,NA,1708,NA,NA
381459,NA,NA,5924,13269,1369640,1378360
381486,NA,NA,NA,10043,NA,NA
381529,3794,3794,NA,8850,NA,NA
381617,8280,8280,4877,4082,6651912,7502674
381635,NA,NA,NA,11403,NA,NA
